WKT,name,description
"POINT (135.676554 35.011685)",Kyoto, Arashiyama,Béla:
2024. 09. 15.

"POINT (18.7860806 47.97906)",Vadregény Vendégház,Buci:
2024. 09. 15.

"POINT (22.540092 48.094263)",Tarpa almás,Dandu:
2024. 09. 15.

"POINT (135.7300825 35.0401749)",Fudo-do Temple,Béla:
2024. 09. 16.
2024. 09. 16.

"POINT (135.7838454 34.9950535)",Kiyomizu-dera Sanjunoto (Three Story Pagoda),Béla:
2024. 09. 16.
2024. 09. 16.

"POINT (135.848222 34.6811729)",Nara park,Béla:
2024. 09. 16.
2024. 09. 16.

"POINT (135.780553 34.969819)",Fushimi Inari Taisha,Béla:
2024. 09. 17.
2024. 09. 17.

"POINT (135.5013222 34.669395)",Dotonbori,Béla:
2024. 09. 17.

"POINT (135.505052 34.670347)",Dilemma,Béla:
2024. 09. 18.

"POINT (19.0528426 47.4923505)",Három Holló,Dandu:
2024. 09. 18.

"POINT (139.703084 35.6715585)",Takeshita street,Béla:
2024. 09. 20.

"POINT (139.7005596 35.659482)",Shibuya Scramble Crossing,Béla:
2024. 09. 20.
2024. 09. 20.

"POINT (15.829654 47.732239)",Naturfreundehaus Knofeleben,Dandu&Pacso:
2024. 09. 22.

"POINT (18.2389901 45.8547801)",Harkány,Timi:
2024. 09. 22.

"POINT (19.0530664 47.4731856)",QPA 2024. Infopult,Timi:
2024. 09. 25.
"POINT (19.0462873 47.5406864)",Garden Kobuci,Buci&Petaki:
2024. 09. 28.
Timi:
2025. 06. 07.
"POINT (19.0777858 47.4832001)",Semmelweis Klinikák,Buci:
2024. 09. 28.
"POINT (19.0546235 47.5038348)",Toldi Klub,Petaki:
2024. 09. 28.
"POINT (16.0486272 47.8301005)",Skywalk Aussichtspunkt,Dandu&Pacso:
2024. 09. 21.
2024. 09. 21.
"POINT (18.9503087 47.4629451)",Kunyhó - Próbaterem és Stúdió,Lina:
2024. 10. 01.
"POINT (19.057495 47.4765899)",Karman Club,Petaki:
2024. 10. 03.

"POINT (-4.4120806 36.7225294)",Mirador de la Coracha,Kecso:
2024. 10. 09.
Béla&Nubcake&ZsG:
2025. 02. 09.
"POINT (19.0726637 47.4933923)",Café Csiga,Lina:
2024. 10. 09.

"POINT (19.0259772 47.5085995)",Gravity Boulder,Buci:
2024. 10. 10.
"POINT (19.0332525 47.4651272)",ARC közérzeti kiállítás 2024.,Buci:
2024. 10. 11.
Petaki:
2024. 10. 11.
"POINT (19.0700435 47.4903977)",Andersen Pub,Dandu:
2024. 10. 17.
"POINT (19.0751396 47.4415795)",Barba Negra,Petaki:
2024. 10. 19.
2025. 06. 06.
Timi:
2025. 06. 16.
"POINT (19.0680687 47.4998803)",Dopamin,Buci:
2024. 10. 20.

"POINT (19.0530287 47.4730317)",Schönherz Kollégium (ENT hangpult),Dandu:
2024. 10. 21.
"POINT (5.9584304 52.2165987)",Finnegan's Irish pub,Béla:
2024. 10. 24.

"POINT (19.0504723 47.4788332)",Fekete Delfin Bár És Kávézó,Petaki:
2024. 10. 24.
Timi:
2024. 11. 22.
"POINT (4.899967 52.375426)",Amsterdam,Béla:
2024. 10. 25.

"POINT (4.899222 52.376808)",Amsterdam Centraal,Béla:
2024. 10. 25.

"POINT (18.3109528 46.0882395)",Kaccen+Sári esküvője (csokor),Lina:
2024. 10. 25.

"POINT (4.6418674 52.3840233)",Haarlem,Béla:
2024. 10. 26.

"POINT (4.3204742 52.0789405)",Hága,Béla:
2024. 10. 27.

"POINT (4.3076951 52.0771507)",Grote of Sint-Jacobskerk,Béla:
2024. 10. 27.

"POINT (4.3078816 52.0789229)",Sixpence Public House,Béla:
2024. 10. 27.

"POINT (19.0356723 47.5138372)",Manyi - Kulturális Műhely,Buci:
2024. 10. 27.

"POINT (5.9392161 52.211608)",Holland adóhivatal (Belastingdienst),Béla:
2024. 10. 31.
"POINT (19.060685 47.505804)",Vault 51 - Gamer Bar,Buci:
2024. 11. 02.
"POINT (18.870156 47.860961)",Márianosztra, Őri telep bálatraktor,Dandu:
2024. 11. 02.
2024. 11. 02.

"POINT (105.8507062 21.0313202)",The Note Coffee,Béla:
2024. 11. 08.
2024. 11. 08.
2024. 11. 08.

"POINT (105.852037 21.033866)",Hanoi,Béla:
2024.11. 09.

"POINT (105.8354974 21.0436741)",Hanoi,Béla:
2024. 11. 09.
2024. 11. 09.

"POINT (105.064359 22.989185)",Quản Bạ District,Béla:
2024. 11. 10.

"POINT (105.2748467 23.1217616)",H'mong coffee,Béla:
2024. 11. 11.

"POINT (105.259945 23.105065)",Điểm ngắm cua chữ M,Béla:
2024. 11. 11.
2024. 11. 11.

"POINT (105.416715 23.228422)",Mèo Vạc,Béla:
2024. 11. 11.

"POINT (105.361731 23.279445)",Đồng Văn,Béla:
2024. 11. 11.
2024. 11. 11.

"POINT (105.3222182 23.3825604)",Northernmost Point of Vietnam,Béla:
2024. 11. 12.
2024. 11. 12.

"POINT (105.0200054 23.0786152)",Lung Khuy Cave(Hang Lùng Khúy),Béla:
2024. 11. 13.
2024. 11. 13.

"POINT (105.854518 21.0334664)",Cafe Giảng,Béla:
2024. 11. 14.

"POINT (105.8441995 21.0302592)",Vasút utca,Béla:
2024. 11. 14.

"POINT (105.8467312 21.0301691)",Đông Tây Barbershop,Béla:
2024. 11. 16.

"POINT (19.0573967 47.487022)",Fővám tér M,Petaki:
2024. 11. 22.

"POINT (19.134745 47.488465)",GoGo Hami Junior,Buci:
2024. 11. 24.
"POINT (135.5258546 34.6872571)",Osaka Castle,Béla:
2024. 09. 18.
"POINT (4.4579418 52.0697149)",SnowWorld,Béla:
2024. 12. 02.

"POINT (24.9329932 60.1685732)",Semifinal,Lina:
2024. 12. 13.
"POINT (100.4987129 13.7627757)",Bangkok Norarat Sathan Bridge mellet,Enci&Havi&Domca:
2024. 12. 18.
2024. 12. 18.
"POINT (99.503372 14.0403054)",Kanchanaburi River Khwae Bridge,Enci&Havi&Domca:
2024. 12. 19.
"POINT (100.4938082 13.7610944)",Bangkok hippi koktélpult,Enci&Havi&Domca:
2024. 12. 19.
2024. 12. 19.
"POINT (19.0715366 47.4891904)",🤏🏻,Timi:
2024. 12. 19.
"POINT (19.1005233 47.474202)",MVM Dome,Timi&Felcser&Alfi&Petaki:
2024. 12. 20.
"POINT (19.953434 49.2940487)",Zakopane,Buci:
2024. 12. 21.
"POINT (19.933368 49.3064486)",Gubalowka felvonó genyó,Buci:
2024. 12. 22.
"POINT (19.9467962 49.2978943)",Gubalowka,Buci:
2024. 12. 22.
"POINT (105.124134 10.706924)",Chau Doc,Domca&Enci&Havi:
2024. 12. 26.

"POINT (19.0578966 47.4977897)",Központ,Buci&Petaki:
2024. 12. 28.
Lina:
2025. 03. 07.
"POINT (19.0541608 47.4985273)",Akvárium Klub,Buci:
2024. 12. 28.
"POINT (104.9275104 11.5649583)",Phnom Penh,Domca&Enci&Havi:
2024. 12. 26.
"POINT (105.7870115 10.031539)",Can Tho market,Domca&Enci&Havi:
2024. 12. 29.
"POINT (104.9315511 11.5674179)",Phnom Penh riverside pad,Domca&Enci:
2024. 12. 26.
"POINT (19.1220006 47.4936582)",HUNGEXPO,Buci:
2024. 12. 31.
"POINT (106.6816295 10.7919867)",Ho Chi Minh City,Domca:
2024. 12. 31.
"POINT (103.9623963 10.2145214)",Phu Quoc,Enci&Havi:
2025. 01. 01.
"POINT (17.5856345 48.3777284)",Nagyszombat,ZsG:
2025. 01. 02.
"POINT (19.1597784 48.7333084)",Besztercebánya,ZsG:
2025. 01. 02.
"POINT (18.7428709 49.2247502)",Zsolna,ZsG:
2025. 01. 03.
"POINT (21.2644562 48.7190532)",Kassa,ZsG:
2025. 01. 03.
"POINT (106.6979571 10.7802455)",Notre Dame cathedral of Saigon,Enci&Havi:
2025. 01. 05.
"POINT (19.0617398 47.4919771)",Bródy Italintézet,Petaki:
2025. 01. 09.
"POINT (6.150704 46.200362)",Genf,Dandu:
2025. 01. 25.
"POINT (10.991905 45.438321)",Veronai random utca,Kopasz:
2025. 01. 25.
"POINT (10.993796 45.43957)",Arena di Verona,Kopasz:
2025. 01. 25.
2025. 01. 25.
"POINT (10.998519 45.442035)",Rágós fal,Kopasz:
2025. 01. 25.
"POINT (10.978697 45.442165)",Basilica di San Zeno Maggiore,Kopasz:
2025. 01. 25.
"POINT (11.907447148924813 46.51688405176909)",Alta badia siterep - Pralongiá II. Sífelvonó alja
,Bajusz:
2025. 01. 27.
"POINT (0.11775000000000001 52.204638888888894)",King's Collage Chapel,Enci:
2025. 01. 27.

"POINT (11.8127504 46.4783794)",Refuge Sass Becè 7-es asztal,Bajusz:
2025. 01. 29.
"POINT (13.7261835 47.3692349)",Schladming,Domca:
2025. 01. 31.
2025. 01. 31.
"POINT (13.7242523 47.3748928)",Schladming,Domca:
2025. 01. 31.
2025. 01. 31.
"POINT (6.574326 44.4858966)",Les Orres: Coqs és edelweiss 2 pálya közti wc,Kopasz:
2025. 02. 01.
"POINT (6.5753637 44.4775056)",Les Orres: Fontaines felvonó teteje,Kopasz:
2025. 02. 01.

"POINT (6.5758723 44.4888116)",Les Orres: Hütte, aminek Kopasz nem tudja a nevét,Kopasz:
2025. 02. 01.
2025. 02. 01.
"POINT (6.5716682 44.4682831)",Les Orres: Pousterle felvonó teteje,Kopasz:
2025. 02. 01.
2025. 02. 01. 
"POINT (6.5756446 44.4886171)",Les Orres: Kopasz nem tudja a nevét hütte sörcsapja,Kopasz:
2025. 02. 01.
"POINT (6.5856707 44.4766802)",Les Orres: Cretes felvonó teteje,Kopasz:
2025. 02. 01.
"POINT (6.5849894 44.4763156)",Les Orres: Cretes felvonó teteje, de a másik oldalt,Kopasz:
2025. 02. 01.
2025. 02. 01.
"POINT (6.5792787 44.4673531)",Les Orres: Genepi felvonó teteje,Kopasz:
2025. 02. 01.
2025. 02. 01.
2025. 02. 01.
2025. 02. 01.
"POINT (-7.994306 31.624027)",Koutoubia,Béla&Nubcake&ZsG:
2025. 02. 01. 
"POINT (-7.986496 31.631731)",Marrakech,Béla&Nubcake&ZsG:
2025. 02. 01.
"POINT (-7.984717 31.620416)",Tinsmiths square,Béla&Nubcake&ZsG:
2025. 02. 02.
"POINT (-7.999799 31.640058)",Marrakech,Béla&Nubcake&ZsG:
2025. 02. 02.
"POINT (-7.438721 31.489818)",Cafe restaurant tiziait barka,Béla&Nubcake&ZsG:
2025. 02. 03.
"POINT (-7.3787379 31.3197564)",Tizi Tishka - Panoramic View,Béla&Nubcake&ZsG:
2025. 02. 03.
2025. 02. 03.
"POINT (-6.967423 30.938659)",Atlas studios bejárata Ouarzazate,Béla&Nubcake&ZsG:
2025. 02. 03.
2025. 02. 03.
2025. 02. 03.
"POINT (-5.589904 31.585763)",Todra gorge,Béla&Nubcake&ZsG:
2025. 02. 04.
"POINT (-4.015325 31.068649)",Merzouga,Béla&Nubcake&ZsG:
2025. 02. 04.
"POINT (-4.012481 31.068695)",Tiharyin tábla,Béla&Nubcake&ZsG:
2025. 02. 05.
2025. 02. 05.
"POINT (-4.9736165 34.0651253)",Al Attarine Madrasa,Béla&Nubcake&ZsG:
2025. 02. 06.
"POINT (-4.984505 34.061372)",Fez blue gate,Béla&Nubcake&ZsG:
2025. 02. 06.
"POINT (-6.582254 34.251259)",Kenitra vasútállomás,Béla&Nubcake&ZsG:
2025. 02. 07.
"POINT (-5.807244 35.788452)",Tanger,Béla&Nubcake&ZsG:
2025. 02. 07.
2025. 02. 07.
"POINT (18.0627939 59.316913)",Drop Coffee,Lina:
2025. 02. 08.
"POINT (-5.608937 36.006061)",Kontinentális Európa (kindof) legdélebbi pontja,Béla&Nubcake&ZsG:
2025. 02. 08.
2025. 02. 08.
"POINT (-4.4257179 36.7145988)",Avenida del Comandante Benítez,ZsG:
2025. 02. 09.
"POINT (19.0401037 47.5040973)",Kassa (Hajó),Buci:
2025. 02. 15.
"POINT (18.2276182 46.0763182)",Retro Music Club,Buci:
2025. 02. 23.
"POINT (18.2250493 46.0723647)",Monte Cristo,Buci:
2025. 02. 23.
"POINT (12.5715925 55.6825427)",Norreport,Domca&Béla&Kecso&Buci&Klau:
2025. 03. 07.
"POINT (19.0349776 47.5135668)",Dugattyús ház,Lina:
2025. 03. 17.
"POINT (19.0362376 47.5146959)",Bem Cinema,Petaki:
2025. 03. 27.
2025. 03. 27.
"POINT (60.3590098 41.3790481)",Terrassa Cafe & Restaurant,Béla:
2025. 03. 28.
"POINT (64.411752 39.777486)",Bukhara,Béla:
2025. 03. 30.
"POINT (64.428726 39.794169)",Ancient and eternal Bukhara complex,Béla:
2025. 03. 31.
"POINT (66.976735 39.654352)",Registan square,Béla:
2025. 04. 02.
"POINT (66.9472306 39.6598925)",Joseph beer,Béla:
2025. 04. 02.
"POINT (66.9526232 39.6562555)",Samarkand ciqány disco,Béla:
2025. 04. 03.
"POINT (69.2911106 41.3119403)",Vm Bar, Rock Club,Béla:
2025. 04. 04.
"POINT (108.942215 34.257874)",Zhouglou,Béla:
2025. 04. 13.
"POINT (109.2801801 34.3859613)",Agyaghadsereg melletti ajándékbolt,Béla:
2025. 04. 14.
"POINT (112.4303601 34.6726605)",Luoyang,Béla:
2025. 04. 16.
"POINT (112.4802934 34.5546831)",Xiangshan temple,Béla:
2025. 04. 17.
"POINT (112.4786075 34.5519121)",Longmen grottoes,Béla:
2025. 04. 16.
"POINT (120.6320297 31.32075)",Suzhou,Béla:
2025. 04. 17.
"POINT (120.09378 30.24768)",Hangzhou,Béla:
2025. 04. 18.
"POINT (120.101749 30.222803)",Longjingcan,Béla:
2025. 04. 19.
2025. 04. 19.
"POINT (18.8878064 47.588849)",Nagykovácsi, nagy szénás tanösvény,Timi:
2025. 04. 19.
"POINT (19.1029287 47.4759719)",Cinema Hall Budapest,Buci:
2025. 04. 20.
"POINT (2.1534983 41.4135554)",Park Güell,Timi:
2025. 04. 23.
"POINT (2.1611668 41.4181551)",Bunkers del carmel,Timi:
2025. 04. 23.
"POINT (2.161284 41.419277)",Barcelona bunkers,Buci:
2023. 04. 08.
"POINT (2.169688 41.379063)",Barceló Raval skybar,Buci:
2023. 06. 01.
"POINT (2.791972 41.670641)",Blanes,Buci:
2023. 06. 03.

"POINT (2.806799 41.677032)",Cami de Ronda,Buci:
2023. 06. 03.
2023. 06. 03.
"POINT (2.167242 41.364144)",Castell de Montjuïc
,Buci:
2023. 06. 17.
"POINT (2.1192227 41.4215457)",Tibidabo,Timi:
2025. 04. 24.
2025. 04. 24.
"POINT (12.649779 55.629767)",Koppenhágai repülőtér kettes vágányra vezető ajtó melletti oszlop,Béla:
2025. 04. 24.
"POINT (2.1494767 41.3742192)",Plaça d'Espanya,Timi:
2025. 04. 25.
"POINT (2.1676108 41.3634624)",Castell de Montjuïc
,Timi:
2025. 04. 25.
"POINT (1.8057489 41.2332937)",Sitges,Timi:
2025. 04. 25.
"POINT (2.1771279 41.3762636)",Monument a Colom,Timi:
2025. 04. 26.
"POINT (2.1771226 41.3807319)",Plaça de George Orwell
,Timi:
2025. 04. 26.
"POINT (16.6066846 49.1956326)",Stopkova Plzeňská Pivnice,Bajusz:
2025. 04. 26.
"POINT (2.1654385 41.3919066)",Casa Battló,Timi:
2025. 04. 26.
"POINT (2.1738811 41.402921)",Sagrada Família,Timi:
2025. 04. 26.
"POINT (19.0664778 47.4901574)",Kis Fecske Presszó,Petaki:
2025. 04. 26.
"POINT (19.0646116 47.4812492)",Pavilon Bar,Timi:
2025. 04. 30.
"POINT (73.6537479 5.3363604)",Jawakara Islands Maldives (Domca sziget),Domca:
2025. 05. 02.
2025. 05. 02.
"POINT (18.8651397 47.5517496)",Csergezán Pál-kilátó,Buci:
2025. 05. 03.
"POINT (19.2164914 47.6228558)",Fót somlyó tanösvény
,Timi:
2025. 05. 03.
"POINT (15.644199 46.559157)",Stolna župnija Maribor,Dandu:
2025. 05. 04.
"POINT (3.2248051 51.2085945)",Bruges,Zsg:
2025. 05. 15.
"POINT (3.2293676 51.2087633)",Meebrug,Zsg:
2025. 05. 15.
"POINT (19.061984 47.5041498)",Oktogon buszmegálló,Domca:
2025. 05. 15.
"POINT (19.0675789 47.4901226)",Mixát,Domca:
2025. 05. 15.
"POINT (19.0639972 47.4960537)",Illegal Pub & Club,Domca:
2025. 05. 15.
"POINT (3.2241326 51.2110666)",Kibaszott sültkrumpli múzeum,ZsG:
2025. 05. 16.
"POINT (4.353539 50.836718)",Brüsszeli igazságügyi palota,ZsG:
2025. 05. 16.
"POINT (4.3834433 50.8428626)",Soros HQ,ZsG:
2025. 05. 16.
"POINT (19.0581227 47.4980972)",Telep,Domca:
2025. 05. 16.
2025. 05. 16.
Timi:
2025. 05. 27.
"POINT (6.130244 49.609516)",Luxemburg cathedral,ZsG:
2025. 05. 16.
"POINT (19.0585636 47.4990028)",Aether,Domca:
2025. 05. 17.
"POINT (6.1351176 49.6078254)",Fontaine aux Colombes,ZsG:
2025. 05. 17.
"POINT (6.1332028 49.6001732)",Luxembourg főpályaudvar,ZsG:
2025. 05. 17.
"POINT (23.7742223 47.6726872)",Bodi tó,Buci:
2025. 05. 17.
"POINT (23.5883382 46.7702651)",Szent Mihály templom,Buci:
2025. 05. 18.
"POINT (19.0461562 47.4996504)",PONTOON,Petaki:
2025. 05. 26.
"POINT (19.0692007 47.498715)",Klub Vittula,Lina:
2025. 06. 01.
"POINT (22.0718944 48.231147)",Kisvárdai Vár,Den:
2025. 06. 15.
"POINT (37.3957815 -2.7332489)",Amboseli,Klau:
2025. 06. 18.
2025. 06. 18.
"POINT (17.8738229 47.2635393)",Zirci apátság,Timi:
2025. 06. 24.
"POINT (17.6782779 47.2849848)",Hubertlaki-tó (Gyilkos tó),Timi:
2025. 06. 25.
"POINT (24.9576709 60.1882035)",Solmu Pub,Lina:
2025. 07. 05.
"POINT (25.4683862 65.0179007)",Linnansaari aluljáró,Lina:
2025. 07. 10.
"POINT (29.15178 66.16538)",Ruka egyik hegycsúcsa,Lina:
2025. 07. 15.
"POINT (25.4767119 65.0127262)",Paska Kaupunni - graffiti,Lina:
2025. 07. 16.
"POINT (25.846563 66.54356)",Rovaniemi mikulásfalu,Lina:
2025. 07. 19.
"POINT (17.3278122 46.7143402)",Tekergő Kerékpáros Pihenő- és Sátorozóhely,Timi:
2025. 07. 19.
"POINT (13.7249256 45.5491617)",Koper kikötő,ZsG, TL;DR Bandi:
2025. 07. 20.
"POINT (13.7771462 45.6571241)",Trieszt-Opitzfalva villamos végállomása,ZsG, TL;DR Bandi:
2025. 07. 20.
"POINT (25.4712457 65.0101137)",Mango Karaoke Bar,Lina:
2025. 07. 23.
"POINT (12.5729877 55.6829365)",IKONO Copenhagen,Béla, Fló, Ambrus:
2025. 08. 16.
"POINT (19.0560466 47.5021279)",Beer People - Bar and Specialty Beer Store,Petaki:
2025. 08. 21.
"POINT (73.6449995 5.3217602)",Jawakara Islands Maldives (Enci sziget),Enci&Havi:
2025. 08. 24.
"POINT (18.6007863 47.8279444)",Béla,Buci:
2025. 08. 28.
"POINT (114.169477 22.293092)",Victoria Bay Hong Kong,Béla:
2025. 09. 19.
"POINT (114.175494 22.299588)",Hong Kong vese sikátor,Béla:
2025. 09. 19.
"POINT (114.1551611 22.2826307)",Hong Kong Pottinger Street,Béla:
2025. 09. 20.
"POINT (114.1501999 22.2839729)",Man Mo Temple,Béla:
2025. 09. 20.
"POINT (113.939905 22.289277)",Tung Chung,Béla:
2025. 09. 21.
"POINT (8.7186488 40.8722773)",Szardínia,Enci&Havi:
2025. 09. 21.
"POINT (110.290655 25.275517)",Guilin,Béla:
2025. 09. 22.
"POINT (110.52365 24.92117)",20 Yuan Pattern Viewing Platform,Béla:
2025. 09. 23.
"POINT (110.294505 25.286067)",Solitary beauty peak,Béla:
2025. 09. 25.
"POINT (110.126295 25.747662)",Mi squish falunk,Béla:
2025. 09. 26.
"POINT (110.149707 25.816094)",Longji rizsföldek,Béla:
2025. 09. 26.
2025. 09. 26.
"POINT (113.240821 23.113223)",Guangzhou,Béla:
2025. 09. 27.
"POINT (113.987847 22.539518)",Oct Loft,Béla:
2025. 09. 30.
"POINT (114.078705 22.542894)",Shenzen,Béla:
2025. 10. 01.
"POINT (113.539614 22.196863)",Macau,Béla:
2025. 10. 02.
"POINT (114.185234 22.281031)",Causeway Bay Donki,Béla:
2025. 10. 04.
"POINT (18.0746083 59.3294415)",Stockholm Strömkajen,ZsG:
2025. 10. 06.
